movieId,imdbId,tmdbId,tmdb_rating
1385,0105690,8845,0.63
1387,0073195,578,0.77
1388,0077766,579,0.6
1389,0085750,17692,0.45
1390,0117119,17795,0.6
1391,0116996,75,0.64
1392,0115906,13891,0.66
1393,0116695,9390,0.7
1394,0093822,378,0.71
1395,0094155,10896,0.63
1396,0105435,2322,0.69
1397,0115633,41240,0.72
1398,0116621,26949,0.6
1399,0116999,9819,0.67
1401,0116410,31908,0.66
1405,0115641,3179,0.66
1406,0112769,1802,0.73
1407,0117571,4232,0.74
1408,0104691,9361,0.74
1409,0117038,2928,0.57
1411,0116477,10549,0.73
1412,0117690,58102,0.66
1413,0118163,18451,0.65
1414,0117091,27265,0.66
1415,0118100,49935,0.61
1416,0116250,8818,0.61
1417,0117364,36758,0.6
1419,0067959,36040,0.73
1422,0119731,9415,0.61
1423,0116506,55146,0.0
1425,0119115,12145,0.61
1426,0120550,42424,0.53
1427,0120390,34314,0.53
1428,0112362,2892,0.64
1429,0116704,9404,0.65
1430,0120414,85242,0.52
1431,0118708,9622,0.57
1432,0119664,8860,0.57
1437,0106535,14832,0.68
1438,0118928,9619,0.62
1439,0119644,40506,0.47
1440,0106266,31000,0.54
1441,0106387,4104,0.7
1442,0119937,26306,0.66
1445,0119640,14908,0.45
1446,0116790,784,0.73
1447,0119225,12489,0.66
1449,0118111,16448,0.7
1453,0118691,17894,0.67
1454,0120238,28059,0.63
1456,0119887,17949,0.46
1457,0119141,1968,0.64
1458,0120357,61563,0.57
1459,0118548,66,0.66
1460,0120317,20735,0.5
1461,0120434,11419,0.6
1464,0116922,638,0.76
1465,0120036,25624,0.65
1466,0119008,9366,0.75
1468,0118750,21915,0.53
1473,0118702,19952,0.53
1474,0119432,9446,0.53
1475,0116743,28005,0.57
1476,0119951,9403,0.64
1477,0119572,27322,0.74
1479,0120053,10003,0.61
1480,0120152,9311,0.63
1483,0115964,884,0.64
1484,0116041,49806,0.65
1485,0119528,1624,0.67
1487,0120094,16052,0.77
1488,0118972,4477,0.62
1489,0118829,24662,0.72
1490,0118663,18423,0.53
1493,0116931,76996,0.55
1495,0120389,6499,0.57
1496,0118623,50512,0.6
1497,0119013,9405,0.51
1498,0119381,12723,0.63
1499,0118615,9360,0.52
1500,0119229,9434,0.69
1502,0116783,21626,0.64
1503,0118541,13982,0.5
1507,0119859,77223,0.64
1513,0120032,9611,0.62
1514,0116295,47694,0.68
1515,0120461,10357,0.59
1516,0115886,9977,0.56
1517,0118655,816,0.66
1518,0118771,2163,0.69
1519,0115760,124680,0.59
1526,0119109,12499,0.54
1527,0119116,18,0.76
1529,0119809,1811,0.68
1533,0117398,105045,0.65
1537,0117615,11239,0.73
1541,0118556,2058,0.61
1542,0115744,9450,0.7
1544,0119567,330,0.65
1545,0117359,38523,0.76
1546,0117561,16375,0.61
1547,0120118,33660,0.57
1549,0114303,45671,0.56
1550,0120373,17770,0.54
1551,0118787,15170,0.48
1552,0118880,1701,0.67
1554,0114134,26422,0.64
1556,0120179,1639,0.46
1562,0118688,415,0.44
1564,0120034,65889,0.65
1565,0116502,11103,0.59
1566,0119282,11970,0.75
1569,0119738,8874,0.66
1571,0115856,11956,0.62
1572,0057345,266,0.71
1573,0119094,754,0.7
1574,0119098,37567,0.67
1580,0119654,607,0.72
1581,0119848,18080,0.56
1582,0120512,38225,0.61
1583,0120133,17834,0.55
1584,0118884,686,0.74
1585,0116930,65046,0.61
1586,0119173,4421,0.65
1587,0082198,9387,0.68
1588,0119190,10603,0.56
1589,0118887,2142,0.68
1590,0119081,8413,0.65
1591,0120177,10336,0.54
1592,0118570,20737,0.56
1593,0119896,9413,0.58
1594,0119361,14585,0.67
1596,0118818,49462,0.65
1597,0118883,8834,0.66
1598,0118966,9458,0.6
1599,0120207,8854,0.43
1600,0120112,38295,0.59
1601,0119311,22073,0.64
1602,0119509,37244,0.54
1603,0119675,4961,0.61
1604,0119695,9416,0.6
1605,0119086,26180,0.6
1606,0119484,17832,0.51
1608,0118571,9772,0.65
1609,0118531,6072,0.66
1610,0099810,1669,0.74
1611,0102494,468,0.71
1612,0119465,32519,0.51
1613,0120197,108401,0.56
1614,0119360,10806,0.65
1615,0119051,9433,0.68
1616,0119874,6623,0.6
1617,0119488,2118,0.78
1619,0120102,978,0.72
1620,0119468,9437,0.65
1621,0120169,29461,0.63
1623,0120524,10351,0.6
1624,0120323,66588,0.58
1625,0119174,2649,0.76
1626,0119123,14289,0.57
1627,0120399,10155,0.66
1629,0119632,20457,0.62
1631,0118647,18355,0.63
1633,0120402,55306,0.65
1635,0119349,68924,0.69
1639,0118842,2255,0.68
1641,0119164,9427,0.7
1642,0116631,172545,0.49
1643,0119280,17589,0.68
1644,0119345,3597,0.6
1645,0118971,1813,0.75
1646,0120029,36797,0.52
1647,0119906,12628,0.54
1648,0119324,33344,0.62
1649,0119107,25099,0.68
1650,0120481,45019,0.61
1652,0120539,62422,0.57
1653,0119177,782,0.76
1654,0119095,29911,0.64
1655,0119891,9827,0.54
1656,0120257,1959,0.65
1658,0119535,8067,0.61
1659,0119338,125052,0.51
1660,0119080,45153,0.64
1661,0119210,10871,0.6
1662,0118900,14398,0.63
1663,0083131,10890,0.65
1665,0118689,1281,0.65
1667,0119592,9770,0.62
1670,0120490,14905,0.64
1671,0119527,14583,0.6
1672,0119978,11975,0.7
1673,0118749,4995,0.76
1674,0090329,9281,0.71
1675,0119365,45928,0.58
1676,0120201,563,0.71
1677,0118901,61337,0.64
1678,0107282,19931,0.71
1679,0118836,31535,0.37
1680,0120148,10215,0.66
1681,0119707,9823,0.45
1682,0120382,37165,0.81
1683,0120520,45609,0.66
1684,0119723,38904,0.56
1685,0116592,45565,0.51
1686,0119994,9407,0.63
1687,0119395,4824,0.64
1688,0118617,9444,0.76
1689,0120483,9414,0.64
1690,0118583,8078,0.62
1693,0118607,11831,0.7
1694,0118632,2895,0.63
1695,0123385,39177,0.59
1696,0118698,19601,0.68
1699,0118804,22797,0.68
1701,0118954,2639,0.73
1702,0119137,9574,0.57
1703,0119142,10371,0.59
1704,0119217,489,0.82
1707,0119303,9714,0.53
1711,0119668,8197,0.63
1713,0119715,6283,0.65
1717,0120082,4233,0.65
1718,0120222,191874,0.7
1719,0120255,10217,0.69
1721,0120338,597,0.79
1722,0120347,714,0.64
1726,0119925,9922,0.62
1727,0119314,547,0.69
1729,0119396,184,0.74
1730,0119485,9746,0.68
1731,0119718,9438,0.45
1732,0118715,115,0.78
1733,0118566,26941,0.6
1734,0119590,27103,0.7
1735,0119223,9410,0.66
1739,0118539,32302,0.49
1746,0120820,12538,0.62
1747,0120885,586,0.7
1748,0118929,2666,0.73
1752,0120696,11258,0.58
1753,0120693,9490,0.63
1754,0119099,9411,0.68
1755,0120122,25719,0.63
1757,0112913,11220,0.77
1759,0119815,21253,0.75
1760,0120185,6116,0.48
1762,0118956,9457,0.62
1767,0119734,39424,0.57
1769,0120008,11702,0.62
1770,0120594,2923,0.59
1771,0119784,12238,0.59
1772,0118747,11568,0.53
1777,0120888,11003,0.68
1779,0120184,10153,0.61
1783,0120782,30949,0.59
1784,0119822,2898,0.74
1785,0099939,9558,0.67
1791,0119594,26269,0.61
1792,0120873,11808,0.65
1793,0120491,6970,0.59
1794,0119574,47452,0.63
1797,0120661,21736,0.65
1798,0118744,17941,0.56
1799,0120241,10668,0.66
1801,0120744,9313,0.66
1804,0120769,42807,0.61
1805,0120890,617,0.64
1806,0125454,36568,0.68
1807,0120642,37272,0.58
1809,0119250,5910,0.77
1810,0119942,9440,0.63
1812,0120510,32911,0.55
1816,0124179,32456,0.53
1821,0120772,17127,0.58
1824,0119305,17133,0.56
1825,0119905,19848,0.64
1826,0120598,17644,0.42
1827,0124295,1774,0.67
1829,0118851,30265,0.59
1831,0120738,2157,0.54
1833,0120749,8838,0.63
1834,0120176,29193,0.68
1835,0120632,795,0.68
1836,0120728,16980,0.63
1837,0120773,27472,0.63
1839,0120765,47881,0.52
1840,0124718,9469,0.67
1841,0119196,12488,0.56
1844,0118819,267,0.7
1845,0120906,16148,0.62
1848,0118755,9449,0.6
1855,0120725,31220,0.46
1856,0138563,13907,0.6
1857,0119987,29825,0.56
1858,0117786,10622,0.65
1859,0120265,30020,0.77
1860,0119448,17139,0.74
1862,0120841,10216,0.52
1863,0120742,9771,0.49
1866,0120609,9448,0.59
1867,0120856,38618,0.42
1870,0118925,78373,0.69
1873,0119683,4415,0.72
1875,0118866,55561,0.61
1876,0120647,8656,0.62
1881,0120800,18937,0.68
1882,0120685,929,0.56
1883,0118798,9452,0.63
1884,0120669,1878,0.72
1885,0120777,9844,0.61
1887,0119053,14342,0.54
1888,0119313,9715,0.64
1889,0119375,26610,0.71
1891,0120401,40961,0.61
1892,0120787,1965,0.65
1893,0116692,312,0.68
1894,0120828,6068,0.61
1895,0127723,15037,0.62
1897,0139362,37636,0.63
1900,0118849,21334,0.79
1902,0116141,32284,0.52
1904,0122529,37410,0.66
1906,0119717,53765,0.58
1907,0120762,10674,0.79
1909,0120902,846,0.69
1910,0126344,12655,0.6
1911,0118998,3050,0.57
1912,0120780,1389,0.67
1913,0073540,11020,0.72
1914,0120321,20862,0.67
1916,0118789,9464,0.71
1917,0120591,95,0.68
1918,0122151,944,0.66
1919,0123987,35680,0.61
1920,0122718,11551,0.65
1921,0138704,473,0.71
1922,0140688,102304,0.63
1923,0129387,544,0.66
1924,0052077,10513,0.42
1926,0019729,65203,0.51
1927,0020629,143,0.78
1928,0021746,42861,0.55
1929,0022958,33680,0.69
1931,0026752,12311,0.73
1932,0027698,43277,0.62
1933,0029146,43278,0.66
1934,0030993,34106,0.75
1936,0035093,27367,0.7
1937,0036872,17661,0.67
1938,0037884,28580,0.76
1939,0036868,887,0.78
1940,0039416,33667,0.7
1941,0040416,23383,0.74
1942,0041113,25430,0.7
1944,0045793,11426,0.73
1945,0047296,654,0.79
1946,0048356,15919,0.75
1947,0055614,1725,0.73
1948,0057590,5769,0.59
1949,0060665,874,0.73
1950,0061811,10633,0.76
1951,0063385,17917,0.7
1952,0064665,3116,0.75
1953,0067116,1051,0.75
1954,0075148,1366,0.78
1955,0079417,12102,0.76
1956,0081283,16619,0.75
1957,0082158,9443,0.68
1958,0086425,11050,0.71
1959,0089755,606,0.72
1960,0093389,746,0.76
1961,0095953,380,0.78
1962,0097239,403,0.72
1963,0065063,11485,0.71
1964,0067309,466,0.68
1965,0087995,13820,0.66
1966,0100142,15389,0.69
1967,0091369,13597,0.73
1968,0088847,2108,0.77
1969,0089686,10014,0.58
1970,0093629,10072,0.67
1971,0095742,10131,0.59
1972,0097981,10160,0.54
1973,0101917,11284,0.53
1974,0080761,4488,0.64
1975,0082418,9725,0.62
1976,0083972,9728,0.59
1977,0087298,9730,0.61
1978,0089173,9731,0.53
1979,0091080,10225,0.62
1980,0095179,10281,0.55
1981,0097388,10283,0.5
1982,0077651,948,0.76
1983,0082495,11281,0.66
1984,0085636,10676,0.52
1985,0095271,11357,0.62
1986,0097474,11361,0.53
1987,0081383,36599,0.57
1990,0105179,41769,0.43
1991,0094862,10585,0.67
1992,0099253,11186,0.63
1993,0103956,11187,0.59
1994,0084516,609,0.71
1995,0091778,11133,0.6
1996,0095889,10306,0.52
1997,0070047,9552,0.77
1998,0076009,11586,0.45
1999,0099528,11587,0.62
2000,0093409,941,0.73
2001,0097733,942,0.7
2002,0104714,943,0.67
2003,0087363,927,0.71
2004,0099700,928,0.65
2005,0089218,9340,0.75
2006,0120746,9342,0.66
2007,0119910,38509,0.52
2008,0117898,60033,0.48
2009,0070723,12101,0.69
2010,0017136,19,0.81
2011,0096874,165,0.78
2012,0099088,196,0.75
2013,0069113,551,0.71
2014,0076054,16084,0.61
2015,0054594,17984,0.64
2016,0078790,22328,0.64
2017,0054649,32611,0.59
2018,0034492,3170,0.7
2019,0047478,346,0.85
2020,0094947,859,0.72
2021,0087182,841,0.62
2022,0095497,11051,0.72
2023,0099674,242,0.74
2024,0102757,1411,0.59
2025,0119558,9769,0.71
2026,0134619,9424,0.57
2027,0120741,9835,0.54
2028,0120815,857,0.82
2032,0066811,20173,0.55
2033,0088814,10957,0.64
2034,0078869,9570,0.58
2035,0062737,16249,0.67
2036,0109287,13962,0.59
2037,0075807,14612,0.69
2038,0077305,19378,0.59
2040,0065566,29228,0.6
2041,0082199,19379,0.55
2042,0109520,11164,0.62
2043,0052722,18887,0.67
2044,0082263,40866,0.58
2046,0091059,10122,0.69
2048,0091149,9994,0.71
2050,0080861,12129,0.52
2051,0076137,14140,0.59
2052,0107120,10439,0.7
2053,0104437,11158,0.52
2054,0097523,9354,0.63
2055,0077698,28736,0.59
2056,0056095,34774,0.64
2057,0057180,37969,0.66
2058,0120768,9631,0.71
2059,0120783,9820,0.72
2060,0131857,14013,0.61
2064,0098213,1779,0.71
2065,0089853,10849,0.74
2066,0039689,678,0.76
2067,0059113,907,0.75
2068,0083922,5961,0.78
2069,0090203,47908,0.73
2070,0086423,42121,0.67
2071,0106273,2887,0.65
2072,0096734,11974,0.68
2073,0089126,20348,0.67
2074,0071910,26648,0.68
2075,0082736,11911,0.72
2076,0090756,793,0.76
2077,0089385,35144,0.69
2078,0061852,9325,0.73
2080,0048280,10340,0.71
2081,0097757,10144,0.74
2082,0104868,10414,0.66
2083,0104940,10437,0.74
2084,0104990,15300,0.68
2085,0055254,12230,0.72
2087,0046183,10693,0.72
2088,0081353,11335,0.54
2089,0100477,11135,0.66
2090,0076618,11319,0.68
2091,0078158,14822,0.59
2092,0107952,15969,0.62
2093,0089908,13155,0.67
2094,0102803,10249,0.65
2095,0075200,15943,0.58
2096,0053285,10882,0.69
2097,0086336,24808,0.64
2098,0057518,19762,0.59
2099,0038969,13850,0.64
2100,0088161,2619,0.63
2102,0019422,53565,0.73
2103,0111359,41841,0.63
2104,0084783,27332,0.62
2105,0084827,97,0.67
2106,0108265,10419,0.67
2107,0120694,11675,0.6
2108,0102250,2107,0.65
2109,0079367,6471,0.69
2110,0083798,9442,0.66
2111,0085894,11591,0.62
2112,0101969,13697,0.65
2114,0086066,227,0.72
2115,0087469,87,0.73
2116,0077869,123,0.66
2117,0087803,9314,0.68
2118,0085407,11336,0.7
2119,0091499,9980,0.58
2120,0107665,10657,0.62
2121,0085382,10489,0.61
2122,0087050,10823,0.57
2123,0096787,11497,0.68
2124,0101272,2907,0.71
2125,0120631,9454,0.74
2126,0120832,8688,0.62
2130,0080388,23954,0.68
2131,0077711,12761,0.8
2132,0061184,396,0.77
2133,0092513,14367,0.69
2134,0090305,11814,0.65
2135,0061584,16081,0.61
2136,0057372,18331,0.66
2137,0070016,15171,0.68
2138,0078480,11837,0.72
2139,0084649,11704,0.74
2140,0083791,11639,0.71
2141,0090633,4978,0.67
2142,0101329,10380,0.63
2143,0089469,11976,0.62
2144,0088128,15144,0.68
2145,0091790,11522,0.67
2146,0090060,11557,0.61
2147,0090848,13853,0.52
2148,0091223,11415,0.61
2149,0093220,37530,0.55
2150,0080801,8393,0.73
2151,0097443,11937,0.7
2152,0140796,21661,0.5
2153,0118661,9320,0.44
2154,0120703,33644,0.59
2155,0120831,14662,0.63
2156,0133413,125124,0.74
2159,0099763,10692,0.67
2160,0063522,805,0.78
2161,0088323,34584,0.72
2162,0100240,34636,0.58
2163,0080391,2182,0.5
2164,0094077,28070,0.38
2165,0119517,77469,0.58
2166,0124595,10278,0.64
2167,0120611,36647,0.68
2169,0118301,14557,0.55
2170,0120901,9417,0.59
2171,0119778,41469,0.6
2172,0120692,19381,0.64
2174,0094721,4011,0.74
2175,0119033,161795,0.55
2176,0040746,1580,0.79
2177,0074512,5854,0.67
2178,0068611,573,0.71
2179,0065112,2370,0.6
2180,0061107,5780,0.66
2181,0058329,506,0.71
2182,0051207,22527,0.71
2183,0049470,574,0.75
2184,0048750,11219,0.7
2185,0045897,30159,0.71
2186,0044079,845,0.77
2187,0042994,1978,0.68
2188,0120577,3682,0.58
2190,0123324,46702,0.67
2193,0096446,847,0.7
2194,0094226,117,0.78
2195,0120654,14577,0.61
2196,0120724,37498,0.53
2201,0039694,31667,0.62
2202,0037017,13321,0.74
2203,0036342,21734,0.75
2204,0035279,31997,0.69
2205,0033922,24197,0.62
2206,0034248,11462,0.71
2207,0031505,31995,0.6
2208,0030341,940,0.74
2210,0028212,12684,0.67
2211,0028231,2761,0.61
2212,0025452,8208,0.64
2226,0018328,36056,0.58
2227,0017075,2760,0.71
2231,0128442,10220,0.7
2232,0123755,431,0.68
2236,0124879,22796,0.68
2239,0073817,37916,0.75
2240,0081207,21873,0.63
2241,0085346,21500,0.59
2243,0092699,12626,0.67
2244,0092537,37818,0.5
2245,0096463,3525,0.66
2247,0095593,2321,0.59
2248,0098258,2028,0.71
2249,0100212,16384,0.61
2252,0104412,10699,0.63
2253,0105629,11597,0.53
2255,0084938,47947,0.52
2256,0084472,48311,0.49
2257,0087810,44772,0.54
2259,0086973,14347,0.57
2260,0092225,41090,0.58
2261,0091680,18282,0.6
2262,0090583,18169,0.6
2263,0096073,11082,0.6
2264,0098625,5971,0.62
2265,0102558,11933,0.53
2266,0101523,20096,0.57
2267,0102469,30815,0.56
2268,0104257,881,0.75
2269,0107211,4478,0.64
2271,0120788,22318,0.6
2272,0120776,53113,0.65
2273,0120812,2109,0.71
2275,0118736,24746,0.62
2278,0122690,8195,0.7
2279,0146336,9877,0.57
2280,0118863,26618,0.62
2281,0119802,21132,0.57
2282,0126604,11855,0.61
2283,0100594,24016,0.65
2286,0080731,3486,0.48
2287,0047573,11071,0.68
2288,0084787,1091,0.81
2289,0105151,10403,0.72
2290,0081554,11337,0.7
2291,0099487,162,0.77
2292,0117276,25723,0.56
2294,0120587,8916,0.62
2295,0120823,28134,0.58
2296,0120770,9429,0.66
2297,0120889,12159,0.72
2298,0124102,27791,0.5
2300,0063462,30197,0.71
2301,0082517,10156,0.68
2302,0104952,10377,0.75
2303,0073440,3121,0.72
2304,0119577,4975,0.6
2306,0120701,9713,0.53
2307,0122642,134368,0.36
2310,0119670,9821,0.71
2311,0086837,4437,0.67
2312,0090830,1890,0.69
2313,0080678,1955,0.8
2314,0120603,39437,0.57
2315,0144120,11932,0.61
2316,0120791,6435,0.68
2318,0147612,10683,0.75
2320,0118636,9445,0.65
2321,0120789,2657,0.73
2322,0120157,9425,0.64
2323,0150230,32326,0.71
2324,0118799,637,0.84
2325,0124819,8675,0.61
2327,0100740,20701,0.62
2328,0120877,9945,0.63
2329,0120586,73,0.83
2330,0116481,18603,0.74
2331,0120722,46889,0.58
2332,0158493,12888,0.6
2333,0120684,3033,0.69
2334,0133952,9882,0.63
2335,0120484,10663,0.61
2336,0127536,4518,0.72
2337,0120879,1808,0.69
2338,0130018,3600,0.54
2339,0155753,17037,0.6
2340,0119643,297,0.73
2342,0116488,21589,0.67
2344,0089941,11893,0.69
2346,0073747,12223,0.67
2347,0087932,32081,0.63
2348,0091954,14924,0.67
2349,0091538,10002,0.69
2350,0099750,41817,0.55
2351,0050783,19426,0.8
2352,0085244,12560,0.68
2353,0120660,9798,0.7
2354,0134067,14444,0.62
2355,0120623,9487,0.7
2356,0120533,9466,0.6
2357,0140888,666,0.81
2358,0120070,2042,0.72
2359,0166396,10162,0.7
2360,0154420,309,0.77
2361,0069089,692,0.62
2362,0045826,24018,0.45
2363,0047034,1678,0.76
2364,0087344,39256,0.67
2365,0056142,1680,0.68
2366,0024216,244,0.76
2367,0074751,10730,0.62
2368,0091344,31947,0.51
2369,0089017,8130,0.61
2370,0089087,11532,0.66
2371,0089155,9749,0.67
2372,0097366,14628,0.6
2373,0089893,9626,0.53
2374,0091159,13698,0.6
2375,0091541,10466,0.65
2376,0090264,707,0.62
2377,0089489,11954,0.63
2378,0087928,9336,0.67
2379,0089822,10157,0.61
2380,0091777,12118,0.58
2381,0093756,10587,0.55
2382,0095882,11825,0.52
2383,0098105,11895,0.51
2384,0120595,9447,0.56
2385,0119304,12257,0.51
2387,0124198,10029,0.63
2388,0119248,27104,0.66
2389,0155975,11252,0.51
2390,0147004,8545,0.65
2391,0120324,10223,0.72
2392,0141109,9745,0.6
2393,0120844,200,0.64
2394,0120794,9837,0.73
2395,0128445,11545,0.74
2396,0138097,1934,0.69
2398,0039628,11881,0.74
2399,0089961,13764,0.63
2400,0098115,24951,0.6
2401,0089767,8879,0.72
2402,0089880,1369,0.66
2403,0083944,1368,0.75
2404,0095956,1370,0.62
2405,0089370,10303,0.62
2406,0088011,9326,0.68
2407,0088933,10328,0.66
2408,0094890,11285,0.65
2409,0079817,1367,0.73
2410,0084602,1371,0.69
2411,0089927,1374,0.71
2412,0100507,1375,0.58
2413,0088930,15196,0.72
2414,0090357,11904,0.67
2415,0092173,215875,0.5
2416,0090685,15596,0.63
2417,0091188,13818,0.6
2418,0091653,29968,0.58
2419,0091024,44326,0.61
2420,0087538,1885,0.72
2421,0091326,8856,0.63
2422,0097647,10495,0.59
2423,0097958,5825,0.72
2424,0128853,9489,0.67
2425,0120706,16885,0.67
2427,0120863,8741,0.75
2428,0133751,9276,0.65
2429,0120751,9822,0.63
2430,0041650,39314,0.63
2431,0129290,10312,0.73
2432,0120686,9441,0.71
2433,0120633,9422,0.64
2435,0119336,24525,0.55
2436,0120857,10368,0.64
2439,0118564,31662,0.63
2442,0150915,46992,0.67
2443,0145734,825,0.66
2445,0132512,15556,0.6
2446,0120710,28902,0.55
2447,0139699,14709,0.62
2448,0120458,9423,0.54
2450,0091225,10658,0.54
2451,0093075,6917,0.6
2453,0090768,24086,0.63
2454,0051622,11815,0.7
2455,0091064,9426,0.74
2456,0097368,10344,0.56
2457,0091875,15698,0.6
2458,0090660,2620,0.56
2459,0072271,30497,0.73
2460,0092076,16337,0.56
2462,0110978,16780,0.46
2463,0091877,12151,0.66
2465,0090917,33278,0.62
2467,0091605,192,0.75
2468,0091306,10945,0.61
2469,0091738,10013,0.61
2470,0090555,9671,0.64
2471,0092493,9396,0.58
2472,0092105,11038,0.59
2473,0091991,12278,0.53
2474,0090863,11873,0.69
2475,0090567,18588,0.59
2476,0091187,10015,0.69
2477,0091055,12715,0.53
2478,0092086,8388,0.63
2481,0151691,8129,0.72
2482,0149151,1618,0.67
2483,0112922,10722,0.73
2485,0160862,10314,0.63
2488,0054167,11167,0.74
2490,0120784,2112,0.68
2491,0145893,16172,0.55
2492,0138987,111794,0.5
2493,0128133,9524,0.67
2494,0174852,20595,0.75
2495,0070544,16306,0.77
2496,0124298,11622,0.68
2497,0139462,10207,0.63
2498,0120764,9849,0.56
2500,0155776,18892,0.63
2501,0132477,13466,0.77
2502,0151804,1542,0.74
2503,0156901,43978,0.63
2504,0137338,15256,0.59
2505,0134273,8224,0.65
2506,0123209,18417,0.64
2511,0070334,1847,0.74
2512,0084390,42113,0.75
2513,0098084,8913,0.66
2514,0105128,10906,0.54
2515,0106557,25748,0.48
2516,0109415,25749,0.47
2517,0085333,8769,0.69
2518,0084412,14742,0.6
2520,0065377,10671,0.64
2521,0071110,27932,0.57
2522,0075648,7227,0.56
2523,0076636,10670,0.6
2524,0072308,5919,0.7
2525,0080354,33518,0.6
2526,0079550,40160,0.51
2527,0070909,2362,0.68
2528,0074812,10803,0.66
2529,0063442,871,0.76
2530,0065462,1685,0.62
2531,0069768,1705,0.57
2532,0068408,1688,0.62
2533,0067065,1687,0.64
2534,0077189,166680,0.36
2535,0071455,11123,0.61
2537,0078856,31638,0.51
2538,0175550,113286,0.5
2539,0122933,9535,0.65
2540,0142192,9455,0.61
2541,0139134,796,0.68
2542,0120735,100,0.81
2544,0157208,77936,0.53
2546,0120646,30943,0.65
2548,0144814,7341,0.56
2549,0131646,10350,0.48
2550,0057129,11772,0.71
2551,0094964,9540,0.71
2552,0107626,31503,0.57
2553,0054443,11773,0.72
2554,0056931,30202,0.61
2555,0118665,22345,0.41
2557,0157016,1567,0.75
2558,0141098,1641,0.54
2559,0160429,47288,0.54
2560,0129332,10212,0.68
2561,0139668,10354,0.65
2563,0118892,8583,0.71
2565,0049408,16520,0.71
2566,0187819,16508,0.55
2567,0131369,11374,0.6
2568,0120757,16379,0.43
2570,0120613,28029,0.6
2571,0133093,603,0.82
2572,0147800,4951,0.76
2573,0120274,65749,0.66
2574,0129280,8970,0.58
2575,0120449,9840,0.7
2577,0119665,30950,0.59
2579,0154506,11660,0.71
2580,0139239,9430,0.69
2581,0151738,11355,0.62
2582,0105399,18764,0.67
2583,0126250,9465,0.64
2585,0133363,1414,0.74
2586,0119219,49981,0.57
2587,0123964,6522,0.67
2589,0143261,114719,0.52
2590,0136244,10209,0.61
2593,0110570,22826,0.7
2594,0125659,1902,0.75
2596,0133189,6396,0.71
2597,0120836,39964,0.51
2598,0120797,12596,0.59
2599,0126886,9451,0.69
2600,0120907,1946,0.68
2605,0137494,1844,0.62
2606,0138510,6552,0.62
2607,0162973,24584,0.68
2609,0115669,25471,0.74
2611,0155388,28519,0.67
2612,0037913,3309,0.76
2613,0087799,18462,0.62
2614,0090837,28941,0.58
2615,0089652,18252,0.62
2616,0099422,8592,0.61
2617,0120616,564,0.69
2618,0118826,13852,0.71
2620,0120865,25232,0.54
2622,0140379,10210,0.64
2623,0160298,53862,0.54
2624,0165078,17962,0.72
2625,0115693,9460,0.62
2628,0120915,1893,0.66
2629,0166252,31342,0.51
2630,0149723,44297,0.67
2632,0059643,8785,0.79
2633,0023245,15849,0.67
2634,0053085,18990,0.67
2639,0082766,15660,0.64
2640,0078346,1924,0.71
2641,0081573,8536,0.67
2642,0086393,9531,0.55
2643,0094074,11411,0.46
2644,0021814,138,0.72
2648,0021884,3035,0.75
2651,0035899,3076,0.62
2652,0050280,3079,0.68
2654,0034398,13666,0.7
2655,0089308,29794,0.5
2656,0048696,9077,0.65
2657,0073629,36685,0.75
2659,0084156,30168,0.53
2660,0044121,10785,0.67
2661,0045920,19483,0.63
2662,0046534,8974,0.68
2664,0049366,11549,0.75
2665,0049169,18158,0.6
2668,0084745,17918,0.54
2669,0053183,37305,0.65
2670,0052151,18784,0.7
2671,0125439,509,0.73
2672,0139809,1090,0.7
2674,0126859,15059,0.57
2676,0128278,12117,0.65
2677,0186508,11779,0.75
2681,0141105,13533,0.59
2682,0164085,62676,0.66
2683,0145660,817,0.63
2686,0120802,14283,0.74
2687,0120855,37135,0.74
2688,0144214,2275,0.64
2690,0122541,24137,0.64
2691,0120731,10376,0.83
2692,0130827,104,0.73
2693,0120370,15800,0.63
2694,0142342,9032,0.65
2695,0139898,13821,0.63
2696,0119038,9421,0.78
2697,0119743,55955,0.5
2698,0120554,67067,0.47
2699,0099052,6488,0.64
2700,0158983,9473,0.73
2701,0120891,8487,0.53
2702,0162677,10279,0.65
2706,0163651,2105,0.66
2707,0137363,1073,0.7
2708,0137439,10239,0.71
2709,0158811,10208,0.6
2710,0185937,2667,0.63
2712,0120663,345,0.75
2713,0139414,9825,0.59
2716,0087332,620,0.75
2717,0097428,2978,0.66
2718,0157503,10490,0.64
2719,0171363,11618,0.55
2720,0141369,332,0.45
2722,0149261,8914,0.6
2723,0132347,9824,0.58
2724,0163187,4806,0.61
2725,0162830,33430,0.71
2726,0049406,247,0.77
2727,0048254,10056,0.64
2728,0054331,967,0.75
2729,0056193,802,0.73
2730,0072684,3175,0.8
2731,0053198,147,0.8
2732,0055032,1628,0.76
2733,0096378,21185,0.57
2734,0091557,11120,0.64
2735,0091129,10136,0.59
2736,0090774,32060,0.65
2737,0092585,48686,0.55
2738,0090886,48259,0.61
2739,0088939,873,0.78
2740,0091343,48660,0.6
2741,0091637,26789,0.58
2742,0092068,3934,0.66
2743,0091613,108312,0.56
2744,0091699,198469,0.59
2745,0091530,11416,0.74
2746,0091419,10776,0.69
2747,0054033,24452,0.62
2748,0092534,9710,0.47
2749,0091554,31924,0.59
2750,0093818,30890,0.71
